analysis_family,arm_role,behavior_states,cluster_key,eval_sets,mean_stated_confidence,n,prompt_contract
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=definition+causal|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:1,0.800000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=definition+causal|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_medium|topic=definition+causal|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:1,0.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:2,label=known|wh_what|question_length_medium|topic=definition+comparison|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:2,0.750000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:1,label=known|wh_what|question_length_medium|topic=definition+comparison|behavior=known_answered_correct_useful|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:2,label=known|wh_what|question_length_medium|topic=definition+comparison|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:2,0.950000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=definition+comparison|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:1,label=known|wh_what|question_length_medium|topic=definition+entity_heavy|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:5,label=known|wh_what|question_length_medium|topic=definition+entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:5,0.980000,5,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_medium|topic=definition+quote_present+entity_heavy|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:2,label=known|wh_what|question_length_medium|topic=definition+quote_present+entity_heavy|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:9,label=known|wh_what|question_length_medium|topic=definition+quote_present|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:9,0.961111,9,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:23,label=known|wh_what|question_length_medium|topic=definition+quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:23,0.965217,23,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:4,label=known|wh_what|question_length_medium|topic=definition+quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:4,0.500000,4,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:1,label=known|wh_what|question_length_medium|topic=definition+subjective_normative+entity_heavy|behavior=known_answered_correct_useful|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=definition+subjective_normative+entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:1,0.750000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=definition+subjective_normative+entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:10,label=known|wh_what|question_length_medium|topic=definition+subjective_normative|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:10,0.945000,10,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:2,label=known|wh_what|question_length_medium|topic=definition+subjective_normative|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:1,label=known|wh_what|question_length_medium|topic=definition+temporal_future|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:1,0.950000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:5,label=known|wh_what|question_length_medium|topic=definition+temporal_future|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:5,0.940000,5,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:101,label=known|wh_what|question_length_medium|topic=definition|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:101,0.971287,101,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:1,label=known|wh_what|question_length_medium|topic=definition|behavior=known_answered_correct_useful|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_medium|topic=definition|behavior=known_answered_incorrect_failure|answer=answered_short,selfaware:3,,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:239,label=known|wh_what|question_length_medium|topic=definition|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:239,0.951674,239,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:30,label=known|wh_what|question_length_medium|topic=definition|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:30,0.500000,30,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:2,label=known|wh_what|question_length_medium|topic=definition|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:2,1.000000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:5,label=known|wh_what|question_length_medium|topic=definition|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:5,0.000000,5,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:9,label=known|wh_what|question_length_medium|topic=entity_heavy|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:9,0.988889,9,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:20,label=known|wh_what|question_length_medium|topic=entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:20,0.972500,20,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:2,label=known|wh_what|question_length_medium|topic=entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:2,0.500000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:3,label=known|wh_what|question_length_medium|topic=entity_heavy|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:3,1.000000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:4,label=known|wh_what|question_length_medium|topic=entity_heavy|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:4,0.000000,4,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_medium|topic=entity_heavy|behavior=known_refused_overrefusal|answer=refusal|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:8,label=known|wh_what|question_length_medium|topic=list|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:8,0.931250,8,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=list|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:142,label=known|wh_what|question_length_medium|topic=no_topic_tag|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:142,0.966183,142,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:2,label=known|wh_what|question_length_medium|topic=no_topic_tag|behavior=known_answered_correct_useful|answer=answered_short|confidence=medium,selfaware:2,0.500000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:2,label=known|wh_what|question_length_medium|topic=no_topic_tag|behavior=known_answered_incorrect_failure|answer=answered_short,selfaware:2,,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:482,label=known|wh_what|question_length_medium|topic=no_topic_tag|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:482,0.936411,482,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:58,label=known|wh_what|question_length_medium|topic=no_topic_tag|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:58,0.497414,58,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:8,label=known|wh_what|question_length_medium|topic=no_topic_tag|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:8,1.000000,8,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:23,label=known|wh_what|question_length_medium|topic=no_topic_tag|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:23,0.000000,23,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:6,label=known|wh_what|question_length_medium|topic=number+definition|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:6,0.958333,6,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:25,label=known|wh_what|question_length_medium|topic=number+definition|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:25,0.948000,25,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:2,label=known|wh_what|question_length_medium|topic=number+definition|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:2,0.500000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:3,label=known|wh_what|question_length_medium|topic=number+definition|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=number+entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:2,label=known|wh_what|question_length_medium|topic=number+entity_heavy|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:3,label=known|wh_what|question_length_medium|topic=number+quote_present+entity_heavy|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:3,0.950000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_medium|topic=number+quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.950000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=number+temporal_future|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:1,0.950000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_medium|topic=number+temporal_future|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_medium|topic=number+temporal_future|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:1,0.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:12,label=known|wh_what|question_length_medium|topic=number|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:12,0.970833,12,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:39,label=known|wh_what|question_length_medium|topic=number|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:39,0.928205,39,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:7,label=known|wh_what|question_length_medium|topic=number|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:7,0.500000,7,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_medium|topic=number|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:16,label=known|wh_what|question_length_medium|topic=number|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:16,0.000000,16,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:7,label=known|wh_what|question_length_medium|topic=person+date_time+definition|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:7,0.842857,7,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:2,label=known|wh_what|question_length_medium|topic=person+date_time+definition|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:2,0.500000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_medium|topic=person+date_time+number+definition|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:2,label=known|wh_what|question_length_medium|topic=person+date_time+number+definition|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:3,label=known|wh_what|question_length_medium|topic=person+date_time|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:3,0.983333,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_medium|topic=person+date_time|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.966667,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:4,label=known|wh_what|question_length_medium|topic=person+definition+quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:4,0.950000,4,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:2,label=known|wh_what|question_length_medium|topic=person+definition+quote_present|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_medium|topic=person+definition|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.950000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_medium|topic=person+entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,1.000000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_medium|topic=person+number|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.983333,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_medium|topic=person+place+subjective_normative|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.950000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:16,label=known|wh_what|question_length_medium|topic=person+quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:16,0.843750,16,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=person+quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_medium|topic=person+quote_present|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:1,0.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:2,label=known|wh_what|question_length_medium|topic=person|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:2,0.975000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:38,label=known|wh_what|question_length_medium|topic=person|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:38,0.890789,38,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:5,label=known|wh_what|question_length_medium|topic=person|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:5,0.500000,5,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_medium|topic=person|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:5,label=known|wh_what|question_length_medium|topic=person|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:5,0.000000,5,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=place+causal|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:1,0.950000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:2,label=known|wh_what|question_length_medium|topic=place+causal|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:1,label=known|wh_what|question_length_medium|topic=place+definition+entity_heavy|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:1,0.950000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:2,label=known|wh_what|question_length_medium|topic=place+definition+entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:2,0.950000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_medium|topic=place+definition+temporal_future|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.983333,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:3,label=known|wh_what|question_length_medium|topic=place+definition|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:3,0.983333,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:6,label=known|wh_what|question_length_medium|topic=place+definition|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:6,0.950000,6,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_medium|topic=place+number|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.883333,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:14,label=known|wh_what|question_length_medium|topic=place|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:14,0.917857,14,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=place|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:1,label=known|wh_what|question_length_medium|topic=quote_present+entity_heavy|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:1,0.950000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:8,label=known|wh_what|question_length_medium|topic=quote_present+entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:8,0.931250,8,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:21,label=known|wh_what|question_length_medium|topic=quote_present|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:21,0.966667,21,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:57,label=known|wh_what|question_length_medium|topic=quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:57,0.936842,57,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:8,label=known|wh_what|question_length_medium|topic=quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:8,0.500000,8,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:4,label=known|wh_what|question_length_medium|topic=quote_present|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:4,0.000000,4,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:6,label=known|wh_what|question_length_medium|topic=subjective_normative|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:6,0.966667,6,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:3,label=known|wh_what|question_length_medium|topic=temporal_future+entity_heavy|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:3,1.000000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:6,label=known|wh_what|question_length_medium|topic=temporal_future|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:6,0.966667,6,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:21,label=known|wh_what|question_length_medium|topic=temporal_future|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:21,0.945238,21,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_medium|topic=temporal_future|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:2,label=known|wh_what|question_length_medium|topic=temporal_future|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:3,label=known|wh_what|question_length_short|topic=causal|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:3,1.000000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:11,label=known|wh_what|question_length_short|topic=causal|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:11,0.918182,11,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_short|topic=causal|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_short|topic=causal|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:5,label=known|wh_what|question_length_short|topic=causal|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:5,0.000000,5,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:3,label=known|wh_what|question_length_short|topic=date_time+number|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:3,0.983333,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_short|topic=date_time+number|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:2,label=known|wh_what|question_length_short|topic=date_time+number|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:2,0.000000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_short|topic=date_time+subjective_normative|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.916667,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:2,label=known|wh_what|question_length_short|topic=date_time+subjective_normative|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:2,0.500000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_short|topic=date_time+subjective_normative|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:1,0.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:6,label=known|wh_what|question_length_short|topic=date_time|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:6,0.966667,6,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_short|topic=date_time|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_short|topic=date_time|behavior=known_refused_overrefusal|answer=refusal|confidence=high,selfaware:1,1.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:1,label=known|wh_what|question_length_short|topic=date_time|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:1,0.000000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_short|topic=definition+comparison+quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.950000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:3,label=known|wh_what|question_length_short|topic=definition+comparison|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:3,0.966667,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_short|topic=definition+comparison|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.900000,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:3,label=known|wh_what|question_length_short|topic=definition+entity_heavy|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:3,0.983333,3,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:1,label=known|wh_what|question_length_short|topic=definition+list|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:1,0.950000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:2,label=known|wh_what|question_length_short|topic=definition+list|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:2,0.950000,2,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_correct_useful:4,label=known|wh_what|question_length_short|topic=definition+quote_present|behavior=known_answered_correct_useful|answer=answered_short|confidence=high,selfaware:4,0.962500,4,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:28,label=known|wh_what|question_length_short|topic=definition+quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=high,selfaware:28,0.964286,28,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_answered_incorrect_failure:1,label=known|wh_what|question_length_short|topic=definition+quote_present|behavior=known_answered_incorrect_failure|answer=answered_short|confidence=medium,selfaware:1,0.500000,1,stated_confidence_answer_confidence
amendment_b,sft_dpo,known_refused_overrefusal:3,label=known|wh_what|question_length_short|topic=definition+quote_present|behavior=known_refused_overrefusal|answer=refusal|confidence=low,selfaware:3,0.000000,3,stated_confidence_answer_confidence
